mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.01168664296468099,0.0031899123739444145,0.007696866989135742,0.0013936065007354368,0.001,{'alpha': 0.001},0.7354773608378897,0.7433815878866954,0.733282384800559,0.7373804445083815,0.0043370321139711695,6
0.006934960683186849,0.0009555025524280551,0.003941059112548828,0.00023467365250865797,0.01,{'alpha': 0.01},0.7411764609250897,0.7496711850099627,0.7410078570691511,0.7439518343347346,0.004044777367151715,5
0.006846507390340169,0.0008248419232572034,0.0033551851908365884,0.0005938771934175042,0.1,{'alpha': 0.1},0.757378803656138,0.7685154720115089,0.7604163297544587,0.7621035351407018,0.004700449767551061,4
0.008287191390991211,0.0016551705435605105,0.005668799082438151,0.0009889868078018723,0.5,{'alpha': 0.5},0.7707792839894617,0.7815609670637702,0.7689643249921377,0.7737681920151233,0.0055599176408530305,1
0.007187843322753906,0.0005998439298645026,0.010312477747599283,0.0032806852314274876,1.0,{'alpha': 1.0},0.7662843198087177,0.782684946825043,0.7711454707733875,0.773371579135716,0.0068780719421834375,2
0.008472363154093424,0.000778322246328874,0.006910483042399089,0.0012917319614227333,2.0,{'alpha': 2.0},0.7597671642717198,0.776213291606662,0.7639297676708217,0.7666367411830678,0.006981621362610314,3
0.008931795756022135,0.0028157327885821337,0.006699721018473308,0.00045874681023471163,5.0,{'alpha': 5.0},0.7279588370759448,0.7223971707682607,0.728848323879733,0.7264014439079794,0.002854639408242109,7
0.006952047348022461,0.00030214755581954534,0.00569303830464681,0.0012113322205366793,10.0,{'alpha': 10.0},0.6422342421358169,0.6347796905237778,0.641869426563515,0.6396277864077032,0.003431355210918811,8
