model,config,f1_macro_mean,f1_macro_std,f1_0_mean,f1_0_std,f1_1_mean,f1_1_std,precision_1_mean,precision_1_std,recall_1_mean,recall_1_std,roc_auc_mean,roc_auc_std,mcc_mean,mcc_std,f1_macro_train_mean,f1_macro_train_std,overfitting_gap,f1_macro_ci_low,f1_macro_ci_high,roc_auc_ci_low,roc_auc_ci_high
LogReg_balanced,C_no_keyword,0.7774855289467213,0.006933811975532534,0.8207716484216551,0.0057339466439131175,0.7341994094717873,0.008429257321927718,0.7410506028986248,0.009818318991420317,0.7275703016484525,0.010785320289130405,0.8487478598291511,0.012208121743853747,0.555132974870153,0.013841561423228248,0.8764894239176005,0.0025506677558697825,0.09900389497087925,0.7682350675819549,0.7876296487890808,0.8398450349088008,0.8588747479039417
LogReg_balanced,C_with_keyword,0.7746483500951278,0.019989767117907765,0.8147788952066326,0.015549598992774855,0.734517804983623,0.02447866338449185,0.7261644919550111,0.02159109526605311,0.7431290457845219,0.028009295972757683,0.846233898820673,0.018325975669525846,0.5494918763877222,0.04004246805285274,0.8649075734061551,0.004573772275454164,0.09025922331102731,0.7643688003543457,0.7847020514522673,0.837291903805975,0.8565545697138014
