word,coefficient,abs_coef
western,0.25067498952267536,0.25067498952267536
exposur,0.2502847058769622,0.2502847058769622
anchorag,0.2502041715894722,0.2502041715894722
battleship,0.2502038381221511,0.2502038381221511
nu,0.250070517305802,0.250070517305802
gone,0.2497051344435831,0.2497051344435831
fema,0.2496206796111933,0.2496206796111933
schiphol,0.24949808770455778,0.24949808770455778
tank,0.24915989208323125,0.24915989208323125
miyagi,0.24876132990472344,0.24876132990472344
appropri,0.24841596550101933,0.24841596550101933
scott,0.24827846941532156,0.24827846941532156
jkl,0.24826547847259922,0.24826547847259922
surrend,0.2481000531454183,0.2481000531454183
reward,0.24809501482809404,0.24809501482809404
cuban,0.24796715368042804,0.24796715368042804
lower,0.24764655137013572,0.24764655137013572
demon,0.24757011978795804,0.24757011978795804
defect,0.24657191205684575,0.24657191205684575
medal,0.2459593899816827,0.2459593899816827
wound,0.2458003802671925,0.2458003802671925
line,0.24537578973506538,0.24537578973506538
elkhorn,0.24534613727614857,0.24534613727614857
walerga,0.24534613727614857,0.24534613727614857
french,0.24483177148400306,0.24483177148400306
frontlin,0.2447996471875428,0.2447996471875428
beginn,0.2446327568921573,0.2446327568921573
coupl,0.24451072812129102,0.24451072812129102
desper,0.2431101294251787,0.2431101294251787
wud,0.24308160770742013,0.24308160770742013
stuck,0.24280759922447462,0.24280759922447462
surf,0.24242761977862523,0.24242761977862523
deal,0.24234986172417208,0.24234986172417208
tunnel,0.24229350290175325,0.24229350290175325
satur,0.2422605406896081,0.2422605406896081
member,0.24178674969820052,0.24178674969820052
anyth,0.2417493945091096,0.2417493945091096
move,0.2416667423065223,0.2416667423065223
amageddon,0.2415550581781476,0.2415550581781476
freespeech,0.2415550581781476,0.2415550581781476
voluntari,0.24149004116252282,0.24149004116252282
shake,0.24113214267940072,0.24113214267940072
kept,0.24090014116460828,0.24090014116460828
coyot,0.2405883996201312,0.2405883996201312
degre,0.24036363862259144,0.24036363862259144
homeown,0.2387673829296161,0.2387673829296161
renewnumhealth,0.23872448941778915,0.23872448941778915
cosponsor,0.23872448941778915,0.23872448941778915
roof,0.2383857990936518,0.2383857990936518
tha,0.23829044182665324,0.23829044182665324
recov,0.23779151846799176,0.23779151846799176
innoc,0.23774051335978308,0.23774051335978308
vermont,0.23735358181873298,0.23735358181873298
enrout,0.23723016452990267,0.23723016452990267
najib,0.23694443424180683,0.23694443424180683
witter,0.23654423132635,0.23654423132635
prom,0.23578206391998027,0.23578206391998027
dinner,0.23576578801980366,0.23576578801980366
sheer,0.23515350262439808,0.23515350262439808
blvd,0.234717367833284,0.234717367833284
former,0.23470360064411452,0.23470360064411452
peterjuk,0.23436427180324723,0.23436427180324723
display,0.23406862598303027,0.23406862598303027
bump,0.23376690591345295,0.23376690591345295
net,0.23328977225960043,0.23328977225960043
stadium,0.2327026554716867,0.2327026554716867
nato,0.23215355146539454,0.23215355146539454
solv,0.23198117067214485,0.23198117067214485
talk,0.23152859742526227,0.23152859742526227
seiz,0.23152303764106338,0.23152303764106338
friendnum,0.231505130282409,0.231505130282409
glide,0.23133661047135126,0.23133661047135126
northeast,0.23131714680906587,0.23131714680906587
esp,0.23073907336522936,0.23073907336522936
cryptic,0.23066082143252092,0.23066082143252092
nope,0.2304535453218778,0.2304535453218778
privat,0.2303157515149557,0.2303157515149557
rig,0.22959242989545373,0.22959242989545373
theyr,0.22952181822686626,0.22952181822686626
kurtschlicht,0.2293994737385271,0.2293994737385271
tho,0.228946234987158,0.228946234987158
road,0.22856269113716618,0.22856269113716618
unstabl,0.22778688273059344,0.22778688273059344
superstit,0.2276266363290605,0.2276266363290605
fd,0.22752603169926955,0.22752603169926955
idiot,0.2275089986778274,0.2275089986778274
theme,0.22685227516055811,0.22685227516055811
exhibit,0.22669194575027035,0.22669194575027035
catastroph,0.22641773082049468,0.22641773082049468
cast,0.22637923144094527,0.22637923144094527
everytim,0.22579435160556652,0.22579435160556652
miami,0.22573467901609756,0.22573467901609756
buddi,0.2255728752699255,0.2255728752699255
elijah,0.22541373056985334,0.22541373056985334
dutch,0.22534046892922102,0.22534046892922102
wield,0.22527693604039495,0.22527693604039495
affili,0.22524936219868402,0.22524936219868402
grace,0.22504703545762836,0.22504703545762836
mon,0.22492357135998992,0.22492357135998992
fez,0.2241263648379477,0.2241263648379477
emsc,0.2241171435595435,0.2241171435595435
everyday,0.2239057045076977,0.2239057045076977
dh,0.2238441397463836,0.2238441397463836
wasnt,0.22363197897450193,0.22363197897450193
fleet,0.22362002568149814,0.22362002568149814
import,0.22338920446480265,0.22338920446480265
advis,0.22315355776481463,0.22315355776481463
campu,0.22275167671997756,0.22275167671997756
richard,0.22263676444897668,0.22263676444897668
skinni,0.22244653158230138,0.22244653158230138
tube,0.2222528240900881,0.2222528240900881
feinstein,0.2216899848828139,0.2216899848828139
doctor,0.22143987254031972,0.22143987254031972
march,0.2214267068921063,0.2214267068921063
wealth,0.22125763997012574,0.22125763997012574
ag,0.22088936565545314,0.22088936565545314
immigr,0.22069727311535484,0.22069727311535484
fwi,0.21942859435203935,0.21942859435203935
killer,0.21941617724223228,0.21941617724223228
chart,0.21940906063791732,0.21940906063791732
clock,0.21905295748020787,0.21905295748020787
rapidli,0.2189933742535184,0.2189933742535184
roanok,0.21892634647050108,0.21892634647050108
anxiou,0.2188859117240847,0.2188859117240847
efak,0.21802271672739995,0.21802271672739995
tiger,0.21792886004079276,0.21792886004079276
term,0.21735326223391796,0.21735326223391796
taco,0.21720170111383488,0.21720170111383488
barrier,0.21718606385974445,0.21718606385974445
bankstown,0.21706573843011961,0.21706573843011961
wattl,0.21706573843011961,0.21706573843011961
dem,0.2170107767680972,0.2170107767680972
amp,0.21656066735266993,0.21656066735266993
butt,0.21651125339218927,0.21651125339218927
bend,0.21637796038415388,0.21637796038415388
depth,0.2156451238730347,0.2156451238730347
nynum,0.21563515123484178,0.21563515123484178
badg,0.21547517529885288,0.21547517529885288
comment,0.21535056403196157,0.21535056403196157
problem,0.21521962619853816,0.21521962619853816
congress,0.21518246631866159,0.21518246631866159
walker,0.21494948845027156,0.21494948845027156
mariah,0.21452933513371666,0.21452933513371666
standard,0.21445708844779163,0.21445708844779163
logan,0.21420744330201796,0.21420744330201796
whale,0.21408438503031402,0.21408438503031402
jenner,0.21383232262869614,0.21383232262869614
kendal,0.21383232262869614,0.21383232262869614
lose,0.21353216106577652,0.21353216106577652
corleonedaboss,0.21348726666485632,0.21348726666485632
greatest,0.21342549325033996,0.21342549325033996
bicycl,0.21318017587192187,0.21318017587192187
popul,0.21305942641429473,0.21305942641429473
per,0.2130040230703394,0.2130040230703394
bjp,0.21281253038621492,0.21281253038621492
ok,0.212797861138467,0.212797861138467
brighton,0.21235174888840408,0.21235174888840408
plung,0.21231234613618857,0.21231234613618857
digniti,0.21218361828303153,0.21218361828303153
applaud,0.21203570745056616,0.21203570745056616
dtn,0.2118948327855012,0.2118948327855012
unto,0.21104221739735562,0.21104221739735562
arson,0.2104413587232397,0.2104413587232397
purpl,0.21025720846601217,0.21025720846601217
consequ,0.2101557611428758,0.2101557611428758
toe,0.20925148108527908,0.20925148108527908
ten,0.2092425953141042,0.2092425953141042
pour,0.20905408142674137,0.20905408142674137
trial,0.20848474916064336,0.20848474916064336
chernobyl,0.20847359848099487,0.20847359848099487
numnewsgoldcoast,0.20840058967576122,0.20840058967576122
crazi,0.2083974129581185,0.2083974129581185
nema,0.2080378895481869,0.2080378895481869
belong,0.2080263847783416,0.2080263847783416
travers,0.20801430212280952,0.20801430212280952
afraid,0.20763633839247492,0.20763633839247492
su,0.20736673859145,0.20736673859145
expos,0.20735915578711706,0.20735915578711706
vice,0.20726619629683157,0.20726619629683157
appar,0.20704134742292718,0.20704134742292718
background,0.2070281022762738,0.2070281022762738
routecomplex,0.2069925029151759,0.2069925029151759
tie,0.20686584397906685,0.20686584397906685
ornament,0.2068648338300675,0.2068648338300675
journey,0.20664469257289236,0.20664469257289236
ralli,0.2065709346189074,0.2065709346189074
request,0.2064983200560538,0.2064983200560538
becam,0.2053974995466379,0.2053974995466379
discoveri,0.20536598008622275,0.20536598008622275
samaritan,0.20519530600180474,0.20519530600180474
period,0.20497645909233175,0.20497645909233175
intact,0.20429477533584736,0.20429477533584736
pulwama,0.2033965041630734,0.2033965041630734
opp,0.20323647265533007,0.20323647265533007
humbl,0.2030935813758393,0.2030935813758393
grass,0.20297898193039232,0.20297898193039232
younger,0.20284235196345654,0.20284235196345654
jamaicaplain,0.20282011232209657,0.20282011232209657
seven,0.20245951792903716,0.20245951792903716
instead,0.20217833650404274,0.20217833650404274
daughter,0.20217571099612688,0.20217571099612688
hurri,0.20210878160001008,0.20210878160001008
warm,0.2020553233406071,0.2020553233406071
ms,0.20197111243831414,0.20197111243831414
bot,0.201950353564245,0.201950353564245
male,0.2016761413082797,0.2016761413082797
atm,0.20136039344893536,0.20136039344893536
et,0.20080257620961336,0.20080257620961336
servic,0.20071342911092502,0.20071342911092502
racist,0.2006632135136193,0.2006632135136193
shell,0.20038193672747087,0.20038193672747087
district,0.2001521199001036,0.2001521199001036
ave,0.2000242921330196,0.2000242921330196
barack,0.19978503995390576,0.19978503995390576
system,0.1996637821675937,0.1996637821675937
tryout,0.1994513061096287,0.1994513061096287
measl,0.19929060344057878,0.19929060344057878
complic,0.19929060344057878,0.19929060344057878
altern,0.19916260013361595,0.19916260013361595
corner,0.1991092600956011,0.1991092600956011
heroin,0.19898178474768266,0.19898178474768266
cbc,0.19893864820727494,0.19893864820727494
camp,0.19868948506738127,0.19868948506738127
given,0.19855626111312402,0.19855626111312402
digit,0.19833127207835632,0.19833127207835632
syndrom,0.1982890856195284,0.1982890856195284
solar,0.1980846197788337,0.1980846197788337
breakingnew,0.19790792874493296,0.19790792874493296
larg,0.19768546261889322,0.19768546261889322
shelbi,0.19765225525338762,0.19765225525338762
denier,0.1976482243341911,0.1976482243341911
rider,0.19748741861777275,0.19748741861777275
gamer,0.19718697441565144,0.19718697441565144
hinton,0.19717488198787397,0.19717488198787397
timenum,0.19709242289825188,0.19709242289825188
utcnum,0.19709242289825188,0.19709242289825188
leav,0.19697164888711136,0.19697164888711136
haram,0.1969506335104459,0.1969506335104459
jean,0.19685145380102242,0.19685145380102242
cain,0.19636126450599473,0.19636126450599473
southdown,0.19593844155764026,0.19593844155764026
reopen,0.195795670872022,0.195795670872022
pam,0.1957597394372308,0.1957597394372308
protest,0.19567132172647772,0.19567132172647772
thyroid,0.19548353948674413,0.19548353948674413
precipit,0.19542050450659507,0.19542050450659507
context,0.1953049354944537,0.1953049354944537
minhazmerch,0.19436201116819676,0.19436201116819676
float,0.1942977849251037,0.1942977849251037
verdict,0.1937075647595418,0.1937075647595418
ram,0.1935342707093965,0.1935342707093965
robert,0.19220543758488334,0.19220543758488334
jamaica,0.19165429512824456,0.19165429512824456
cycl,0.19149305127677474,0.19149305127677474
burst,0.19137867886913085,0.19137867886913085
