model,f1_macro_mean,f1_macro_std,f1_0_mean,f1_0_std,f1_1_mean,f1_1_std,precision_1_mean,precision_1_std,recall_1_mean,recall_1_std,roc_auc_mean,roc_auc_std,mcc_mean,mcc_std,f1_macro_train_mean,f1_macro_train_std,overfitting_gap,f1_macro_ci_low,f1_macro_ci_high,roc_auc_ci_low,roc_auc_ci_high
LogReg_balanced_tuned,0.7774855289467213,0.006933811975532534,0.8207716484216551,0.0057339466439131175,0.7341994094717873,0.008429257321927718,0.7410506028986248,0.009818318991420317,0.7275703016484525,0.010785320289130405,0.8487478598291511,0.012208121743853747,0.555132974870153,0.013841561423228248,0.8764894239176005,0.0025506677558697825,0.09900389497087925,0.7682350675819549,0.7876296487890808,0.8398450349088008,0.8588747479039417
MultinomialNB_tuned,0.7801928146541014,0.008305256191550588,0.837537754722827,0.0043396521552959465,0.7228478745853758,0.012527577862906156,0.8027224365692712,0.007189811912032215,0.6577489058364128,0.020399062879027284,0.8429360143790188,0.008753480809764588,0.5701594361140415,0.014375723437797448,0.8703797766975268,0.0029920575422716436,0.09018696204342536,0.7710288289902448,0.7909557085896909,0.8341924387365284,0.8540624595967276
LinearSVC_tuned,0.7807379158866384,0.004897619154913835,0.8352265684958438,0.00399388641126664,0.7262492632774331,0.00658766992922514,0.7910170119144044,0.010940053151400606,0.6714940902062531,0.011598929239424087,0.8423728960618021,0.014434911465766807,0.5682222161827755,0.009881928917339518,0.8954232513862246,0.0032891363161198332,0.11468533549958615,0.7707477499414918,0.790834725043955,0.8329543700187855,0.8526643595689423
